Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta,Categoria,Stock_Actual,Costo_Unitario_USD,Punto_Reorden,Lead_Time_Dias,Bodega_Origen,Ultima_Revision,clasificacion_sku,Margen_Bruto,Brecha_Entrega
TRX-12680,PROD-2315,2025-11-15,4.0,247.23,50.72,20,En Camino,Ventas_Web,WhatsApp,Accesorios,31.0,620.77,243.0,5.0,BOD-EXT-99,2025-12-27,Catalogo oficial,-1544.8799999999997,15.0
TRX-12681,PROD-2169,2025-08-13,8.0,1892.63,89.06,12,Retrasado,Ventas_Web,WhatsApp,Smartphones,1651.0,960.12,279.0,3.0,Norte,2025-05-24,Catalogo oficial,7371.02,9.0
TRX-12682,PROD-3645,2025-07-25,1.0,873.52,72.84,9,Perdido,Ventas_Web,Físico,,,,,,,,SKU fantasma - sin inventario,,
TRX-12683,PROD-1242,2025-06-17,8.0,397.68,87.66,18,En Camino,Barranquilla,Físico,Accesorios,443.0,1006.28,283.0,5.0,Norte,2025-09-22,Catalogo oficial,-4956.459999999999,13.0
TRX-12684,PROD-1366,2025-04-14,6.0,1868.45,69.04,6,,Barranquilla,Online,Laptops,0.0,1049.18,189.0,10.0,Sur,2025-10-29,Catalogo oficial,4846.580000000001,-4.0
TRX-12685,PROD-3671,2025-08-29,8.0,218.0,9.18,23,,Medellín,WhatsApp,,,,,,,,SKU fantasma - sin inventario,,
TRX-12686,PROD-3351,2025-01-23,6.0,1461.85,96.96,29,Devuelto,Medellín,Físico,Monitores,1311.0,1084.81,298.0,5.0,Norte,2024-04-17,Catalogo oficial,2165.279999999999,24.0
TRX-12687,PROD-1951,2024-11-19,11.0,1254.27,92.21,19,Perdido,Bucaramanga,Físico,Accesorios,238.0,526.79,160.0,27.5,Norte,2025-12-05,Catalogo oficial,7910.07,-8.5
TRX-12688,PROD-3191,2025-08-27,3.0,184.59,53.06,20,Entregado,Bogotá,WhatsApp,Laptops,639.0,1307.17,279.0,5.0,Sur,2024-06-30,Catalogo oficial,-3420.8,15.0
TRX-12689,PROD-3961,2025-12-13,12.0,684.11,17.03,23,En Camino,Ventas_Web,WhatsApp,,,,,,,,SKU fantasma - sin inventario,,
TRX-12690,PROD-1152,2025-04-11,11.0,308.36,15.71,25,Perdido,Medellín,Online,Laptops,1422.0,222.03,186.0,5.0,Sur,2025-04-06,Catalogo oficial,933.9200000000001,20.0
TRX-12691,PROD-1717,2026-01-26,8.0,1212.95,56.21,15,Perdido,Barranquilla,WhatsApp,Accesorios,689.0,406.48,215.0,0.0,Norte,2025-10-21,Catalogo oficial,6395.55,15.0
TRX-12692,PROD-2711,2025-11-29,5.0,959.45,76.92,5,En Camino,Bucaramanga,Físico,Laptops,333.0,184.05,213.0,10.0,Zona_Franca,2024-12-01,Catalogo oficial,3800.08,-5.0
TRX-12693,PROD-1720,2025-01-12,12.0,18.51,41.31,11,Perdido,Bucaramanga,WhatsApp,Tablets,1156.0,1042.26,265.0,0.0,Sur,2024-10-16,Catalogo oficial,-12326.309999999998,11.0
TRX-12694,PROD-1148,2025-01-28,10.0,1951.66,17.96,13,Perdido,Medellín,App,Laptops,1202.0,607.69,141.0,3.0,Norte,2024-06-08,Catalogo oficial,13421.740000000002,10.0
TRX-12695,PROD-2626,2024-10-28,5.0,705.67,53.5,2,En Camino,Medellín,Online,Laptops,1701.0,941.85,208.0,5.0,Norte,2024-06-05,Catalogo oficial,-1234.4,-3.0
TRX-12696,PROD-3029,2025-05-14,12.0,523.83,37.07,8,Devuelto,Medellín,WhatsApp,Sin especificar,434.0,1031.39,297.0,27.5,Occidente,2025-06-15,Catalogo oficial,-6127.789999999999,-19.5
TRX-12697,PROD-1763,2025-07-29,7.0,452.66,38.42,25,,Ventas_Web,Online,Tablets,653.0,534.58,135.0,5.0,Sur,2024-12-10,Catalogo oficial,-611.8600000000001,20.0
TRX-12698,PROD-2185,2024-11-08,6.0,326.04,66.27,27,Entregado,Ventas_Web,WhatsApp,Accesorios,1769.0,604.08,157.0,5.0,Norte,2024-05-12,Catalogo oficial,-1734.5100000000002,22.0
TRX-12699,PROD-1153,2025-01-15,9.0,1998.28,89.13,11,En Camino,Medellín,App,Smartphones,1397.0,1403.94,262.0,27.5,Zona_Franca,2025-03-31,Catalogo oficial,5259.93,-16.5
TRX-12700,PROD-1037,2025-11-12,5.5,597.27,51.93,18,Retrasado,Medellín,Físico,Laptops,663.0,1406.45,152.0,10.0,Sur,2024-05-25,Catalogo oficial,-4502.420000000001,8.0
TRX-12701,PROD-2222,2025-06-04,7.0,816.97,58.07,26,Perdido,Ventas_Web,Físico,Laptops,1004.0,348.4,158.0,10.0,Occidente,2025-04-13,Catalogo oficial,3221.92,16.0
TRX-12702,PROD-3326,2026-01-18,3.0,1744.0,70.32,10,Entregado,Ventas_Web,Físico,Laptops,712.0,1235.84,188.0,5.0,Norte,2024-08-12,Catalogo oficial,1454.1600000000003,5.0
TRX-12703,PROD-3468,2025-05-03,11.0,1287.36,67.69,1,Entregado,Bogotá,Online,Laptops,1067.0,141.22,160.0,5.0,Norte,2025-10-22,Catalogo oficial,12539.849999999999,-4.0
TRX-12704,PROD-1439,2025-01-24,11.0,743.7,57.36,4,En Camino,Bucaramanga,Físico,Smartphones,510.0,1198.68,222.0,5.0,Norte,2025-02-01,Catalogo oficial,-5062.140000000001,-1.0
TRX-12705,PROD-2372,2025-12-03,12.0,1797.67,34.52,29,Retrasado,Medellín,Físico,Sin especificar,1501.0,451.29,171.0,3.0,Occidente,2024-04-27,Catalogo oficial,16122.04,26.0
TRX-12706,PROD-2165,2025-03-01,5.0,1501.95,40.89,17,Retrasado,Bogotá,Online,Tablets,1513.0,1472.82,193.0,27.5,Occidente,2024-04-03,Catalogo oficial,104.76000000000022,-10.5
TRX-12707,PROD-2861,2025-12-12,9.0,463.52,34.99,17,Devuelto,Cali,Online,Laptops,1912.0,212.98,271.0,0.0,BOD-EXT-99,2024-08-22,Catalogo oficial,2219.8700000000003,17.0
TRX-12708,PROD-3626,2025-11-17,11.0,1291.04,92.16,5,Retrasado,Bogotá,Físico,,,,,,,,SKU fantasma - sin inventario,,
TRX-12709,PROD-3225,2024-12-27,13.0,1845.57,83.53,23,,Cali,WhatsApp,Monitores,940.5,639.18,282.0,27.5,Occidente,2024-11-11,Catalogo oficial,15599.539999999999,-4.5
TRX-12710,PROD-3147,2025-01-07,10.0,997.96,60.04,3,En Camino,Bogotá,App,Monitores,439.0,1233.28,253.0,5.0,Occidente,2024-05-13,Catalogo oficial,-2413.24,-2.0
TRX-12711,PROD-3023,2025-01-20,14.0,1469.89,91.66,7,Entregado,Bogotá,Online,Laptops,1892.0,1002.02,201.0,10.0,Occidente,2024-12-31,Catalogo oficial,6458.520000000004,-3.0
TRX-12712,PROD-1549,2025-01-01,2.0,1942.5,51.605000000000004,5,Entregado,Ventas_Web,App,Smartphones,1718.0,80.35,285.0,27.5,Occidente,2025-01-19,Catalogo oficial,3672.695,-22.5
TRX-12713,PROD-3065,2025-01-03,1.0,1383.92,89.21,10,Retrasado,Barranquilla,App,Accesorios,194.0,403.24,155.0,5.0,Norte,2025-12-20,Catalogo oficial,891.47,5.0
TRX-12714,PROD-2917,2025-03-07,11.0,213.85,93.13,27,Perdido,Barranquilla,Online,Laptops,1014.0,231.61,148.0,10.0,Zona_Franca,2025-10-09,Catalogo oficial,-288.49000000000024,17.0
TRX-12715,PROD-2117,2025-11-10,8.0,496.67,26.07,24,,Bogotá,App,Monitores,502.0,1368.67,262.0,5.0,BOD-EXT-99,2024-10-19,Catalogo oficial,-7002.07,19.0
TRX-12716,PROD-1789,2025-03-27,8.0,1194.24,73.16,7,Devuelto,Cali,WhatsApp,Smartphones,1964.0,1020.37,128.0,5.0,Occidente,2024-03-28,Catalogo oficial,1317.7999999999993,2.0
TRX-12717,PROD-1461,2024-10-24,2.0,558.36,62.88,17,Retrasado,Bogotá,Físico,Monitores,1755.0,199.98,270.0,0.0,BOD-EXT-99,2024-04-23,Catalogo oficial,653.8800000000001,17.0
TRX-12718,PROD-2354,2026-01-28,14.0,1915.51,74.71,29,,Bogotá,WhatsApp,Tablets,90.0,1387.78,124.0,0.0,Norte,2025-02-03,Catalogo oficial,7313.510000000002,29.0
TRX-12719,PROD-1665,2024-11-27,13.0,816.65,30.02,17,En Camino,Cali,App,Monitores,1197.0,1187.39,277.0,5.0,Sur,2025-05-08,Catalogo oficial,-4849.640000000003,12.0
TRX-12720,PROD-3994,2025-03-20,8.0,919.89,71.01,7,Devuelto,Ventas_Web,Físico,,,,,,,,SKU fantasma - sin inventario,,
TRX-12721,PROD-2879,2025-06-16,5.0,1406.19,43.93,6,,Bogotá,Online,Laptops,1032.0,1399.47,270.0,0.0,Sur,2025-03-21,Catalogo oficial,-10.329999999999927,6.0
TRX-12722,PROD-3655,2025-12-09,2.0,1053.26,84.24,9,Retrasado,Medellín,WhatsApp,,,,,,,,SKU fantasma - sin inventario,,
TRX-12723,PROD-2053,2025-10-31,7.0,770.47,80.56,8,Devuelto,Ventas_Web,Físico,Smartphones,981.0,593.5,211.0,27.5,Norte,2024-03-19,Catalogo oficial,1158.2299999999996,-19.5
TRX-12724,PROD-3943,2024-10-29,7.0,162.51,52.475,29,Perdido,Ventas_Web,Online,,,,,,,,SKU fantasma - sin inventario,,
TRX-12725,PROD-1762,2025-04-11,3.0,1196.93,25.08,14,En Camino,Ventas_Web,WhatsApp,Monitores,1953.0,1208.78,113.0,5.0,BOD-EXT-99,2024-05-05,Catalogo oficial,-60.63000000000011,9.0
TRX-12726,PROD-1057,2025-09-15,14.0,1736.48,22.47,22,Retrasado,Medellín,WhatsApp,Laptops,1936.0,1147.72,289.0,10.0,Sur,2025-12-12,Catalogo oficial,8220.170000000002,12.0
TRX-12727,PROD-2380,2024-11-10,1.0,1374.67,73.18,6,Entregado,Ventas_Web,WhatsApp,Laptops,1900.0,103.23,193.0,5.0,Norte,2025-09-23,Catalogo oficial,1198.26,1.0
TRX-12728,PROD-2208,2025-06-24,11.0,769.18,57.3,9,En Camino,Bogotá,WhatsApp,Laptops,1760.0,399.17,240.0,3.0,Norte,2024-09-06,Catalogo oficial,4012.8099999999995,6.0
TRX-12729,PROD-3325,2025-12-05,4.0,264.17,57.93,28,Perdido,Medellín,App,Monitores,940.5,1215.36,105.0,5.0,Occidente,2025-03-29,Catalogo oficial,-3862.6899999999996,23.0
TRX-12730,PROD-3762,2025-03-09,2.0,1634.51,76.49,20,,Cali,Online,,,,,,,,SKU fantasma - sin inventario,,
TRX-12731,PROD-1791,2025-06-12,4.0,1884.08,86.22,25,Perdido,Medellín,Físico,Sin especificar,154.0,656.66,230.0,27.5,Norte,2024-11-03,Catalogo oficial,4823.46,-2.5
TRX-12732,PROD-1718,2025-02-02,8.0,782.66,27.7,11,Entregado,Cali,Online,Sin especificar,1323.0,569.3,191.0,0.0,Norte,2024-06-25,Catalogo oficial,1679.1800000000003,11.0
TRX-12733,PROD-3502,2026-01-30,2.0,1460.0,57.78,11,En Camino,Bogotá,App,,,,,,,,SKU fantasma - sin inventario,,
TRX-12734,PROD-3616,2025-07-17,1.0,827.42,83.75,8,Retrasado,Barranquilla,App,,,,,,,,SKU fantasma - sin inventario,,
TRX-12735,PROD-2660,2025-09-01,11.0,1009.51,87.92,3,Entregado,Ventas_Web,Físico,Smartphones,1863.0,829.43,286.0,3.0,BOD-EXT-99,2025-06-04,Catalogo oficial,1892.960000000001,0.0
TRX-12736,PROD-2751,2025-03-17,14.0,1674.59,51.93,11,Retrasado,Bogotá,Físico,Sin especificar,1061.0,355.91,188.0,5.0,Sur,2025-10-15,Catalogo oficial,18409.589999999997,6.0
TRX-12737,PROD-3110,2026-01-24,3.0,176.01,32.3,4,Devuelto,Bogotá,Online,Accesorios,1933.0,1202.91,224.0,0.0,Norte,2025-01-26,Catalogo oficial,-3113.000000000001,4.0
TRX-12738,PROD-2343,2025-10-18,10.0,1065.37,14.89,23,Retrasado,Barranquilla,WhatsApp,Laptops,6.0,1102.82,109.0,5.0,Zona_Franca,2025-06-27,Catalogo oficial,-389.3899999999994,18.0
TRX-12739,PROD-1355,2024-10-03,7.0,437.09,27.12,3,Devuelto,Bogotá,Físico,Smartphones,1293.0,1305.85,270.0,10.0,Occidente,2026-01-31,Catalogo oficial,-6108.4400000000005,-7.0
TRX-12740,PROD-2641,2025-04-11,13.0,686.21,94.82,13,Retrasado,Ventas_Web,Online,Laptops,578.0,169.73,238.0,5.0,Norte,2026-01-31,Catalogo oficial,6619.42,8.0
TRX-12741,PROD-3741,2025-11-29,12.0,1292.41,48.94,19,Devuelto,Cali,Físico,,,,,,,,SKU fantasma - sin inventario,,
TRX-12742,PROD-1390,2025-11-10,6.0,64.18,44.76,8,En Camino,Bucaramanga,App,Smartphones,65.0,884.27,138.0,10.0,Sur,2025-03-09,Catalogo oficial,-4965.3,-2.0
TRX-12743,PROD-1756,2025-07-16,6.0,1191.71,6.24,21,Perdido,Bogotá,App,Tablets,1399.0,1254.4,181.0,27.5,Norte,2025-05-31,Catalogo oficial,-382.3800000000001,-6.5
TRX-12744,PROD-1575,2024-09-25,7.0,574.05,9.85,28,En Camino,Ventas_Web,WhatsApp,Laptops,940.0,216.96,244.0,10.0,Norte,2024-11-24,Catalogo oficial,2489.7799999999997,18.0
TRX-12745,PROD-2955,2025-04-24,8.0,1342.27,68.53,21,Entregado,Cali,WhatsApp,Laptops,640.0,880.52,280.0,0.0,Sur,2025-08-05,Catalogo oficial,3625.4700000000003,21.0
TRX-12746,PROD-2325,2025-07-15,3.0,291.75,61.03,24,En Camino,Medellín,WhatsApp,Laptops,940.0,289.97,292.0,10.0,Norte,2024-11-14,Catalogo oficial,-55.690000000000055,14.0
TRX-12747,PROD-2016,2025-07-26,3.0,1474.27,59.68,22,En Camino,Bogotá,WhatsApp,Tablets,235.0,156.38,240.0,3.0,BOD-EXT-99,2024-12-29,Catalogo oficial,3893.99,19.0
TRX-12748,PROD-1027,2026-01-03,10.0,1294.82,51.93,21,Perdido,Bogotá,Físico,Tablets,51.0,1074.06,262.0,10.0,Occidente,2025-12-08,Catalogo oficial,2155.67,11.0
TRX-12749,PROD-2068,2024-10-24,13.0,1942.77,15.48,1,,Barranquilla,Online,Monitores,721.0,787.9,155.0,5.0,Sur,2025-10-16,Catalogo oficial,14997.83,-4.0
TRX-12750,PROD-2571,2024-11-09,8.0,1823.36,38.45,21,En Camino,Bogotá,App,Sin especificar,1726.0,149.69,181.0,5.0,Zona_Franca,2025-07-31,Catalogo oficial,13350.91,16.0
TRX-12751,PROD-1964,2025-08-15,12.0,573.77,82.17,8,Entregado,Bogotá,Online,Smartphones,804.0,294.84,206.0,0.0,Sur,2024-12-12,Catalogo oficial,3264.99,8.0
TRX-12752,PROD-2829,2025-06-01,13.0,64.36,21.62,9,En Camino,Barranquilla,App,Laptops,1114.0,204.01,218.0,5.0,BOD-EXT-99,2025-06-15,Catalogo oficial,-1837.0700000000002,4.0
TRX-12753,PROD-2093,2025-04-09,14.0,1314.18,88.86,6,En Camino,Medellín,Físico,Smartphones,1825.0,399.69,140.0,27.5,Norte,2024-10-14,Catalogo oficial,12714.0,-21.5
TRX-12754,PROD-2350,2025-10-31,13.0,1209.75,16.54,11,En Camino,Cali,Físico,Accesorios,977.5,600.62,245.0,3.0,BOD-EXT-99,2025-06-21,Catalogo oficial,7902.15,8.0
TRX-12755,PROD-2236,2024-12-20,7.0,64.58,21.07,29,En Camino,Ventas_Web,WhatsApp,Laptops,860.0,1120.0,193.0,0.0,Zona_Franca,2024-05-16,Catalogo oficial,-7409.009999999999,29.0
TRX-12756,PROD-3385,2025-01-09,10.0,254.13,50.39,29,Perdido,Barranquilla,Físico,Laptops,1693.0,1426.46,203.0,0.0,Sur,2026-01-11,Catalogo oficial,-11773.689999999999,29.0
TRX-12757,PROD-3960,2025-07-10,5.0,1173.56,94.8,10,Perdido,Barranquilla,App,,,,,,,,SKU fantasma - sin inventario,,
TRX-12758,PROD-3346,2025-01-08,4.0,1824.54,36.31,3,Entregado,Medellín,WhatsApp,Smartphones,0.0,566.3,104.0,5.0,Zona_Franca,2025-04-20,Catalogo oficial,4996.65,-2.0
TRX-12759,PROD-1046,2025-11-04,6.0,1813.94,67.53,8,,Medellín,Físico,Sin especificar,39.0,1453.71,202.0,3.0,Norte,2025-01-02,Catalogo oficial,2093.8499999999985,5.0
TRX-12760,PROD-2071,2024-11-01,9.0,311.46,51.93,29,Entregado,Bucaramanga,Físico,Tablets,1465.0,64.37,118.0,0.0,BOD-EXT-99,2025-12-15,Catalogo oficial,2171.88,29.0
TRX-12761,PROD-3677,2025-12-27,6.0,775.3,60.92,5,Entregado,Bogotá,Físico,,,,,,,,SKU fantasma - sin inventario,,
TRX-12762,PROD-2472,2024-11-13,8.0,95.97,19.21,2,,Bogotá,Online,Laptops,841.0,1146.85,151.0,5.0,BOD-EXT-99,2024-07-13,Catalogo oficial,-8426.249999999998,-3.0
TRX-12763,PROD-3837,2025-01-12,1.0,943.85,28.58,16,En Camino,Medellín,Físico,,,,,,,,SKU fantasma - sin inventario,,
TRX-12764,PROD-1967,2025-07-14,12.0,1508.64,93.36,1,,Bucaramanga,Online,Laptops,391.0,739.44,197.0,3.0,Zona_Franca,2025-03-03,Catalogo oficial,9137.039999999999,-2.0
TRX-12765,PROD-1254,2024-11-29,14.0,1582.05,22.56,27,Retrasado,Bogotá,WhatsApp,Laptops,1574.0,656.31,197.0,5.0,Zona_Franca,2025-09-05,Catalogo oficial,12937.800000000001,22.0
TRX-12766,PROD-3735,2025-03-30,6.0,1002.99,71.03,24,En Camino,Medellín,Online,,,,,,,,SKU fantasma - sin inventario,,
TRX-12767,PROD-1484,2025-08-20,14.0,200.78,96.65,2,Retrasado,Medellín,App,Monitores,1490.0,190.14,298.0,5.0,Zona_Franca,2024-10-24,Catalogo oficial,52.309999999999945,-3.0
TRX-12768,PROD-2906,2025-04-19,14.0,768.91,16.35,27,Entregado,Bucaramanga,Físico,Monitores,1768.0,811.71,130.0,5.0,Occidente,2025-08-02,Catalogo oficial,-615.5500000000011,22.0
TRX-12769,PROD-2256,2024-11-26,2.0,1864.88,42.92,3,En Camino,Medellín,WhatsApp,Laptops,896.0,678.86,119.0,10.0,Norte,2025-07-10,Catalogo oficial,2329.12,-7.0
TRX-12770,PROD-1654,2024-11-23,3.0,466.93,26.27,9,,Cali,App,Laptops,1003.0,363.68,297.0,3.0,Sur,2025-06-05,Catalogo oficial,283.48,6.0
TRX-12771,PROD-2660,2025-12-31,6.0,646.31,26.05,17,,Bucaramanga,Físico,Smartphones,1863.0,829.43,286.0,3.0,BOD-EXT-99,2025-06-04,Catalogo oficial,-1124.7700000000004,14.0
TRX-12772,PROD-3810,2025-06-07,2.0,1496.19,52.475,24,,Barranquilla,Online,,,,,,,,SKU fantasma - sin inventario,,
TRX-12773,PROD-3058,2025-02-03,4.0,1469.83,16.3,12,,Barranquilla,App,Tablets,1472.0,1487.86,290.0,27.5,Sur,2024-11-07,Catalogo oficial,-88.42000000000007,-15.5
TRX-12774,PROD-3881,2026-01-27,6.0,1825.28,66.71,2,Entregado,Medellín,Online,,,,,,,,SKU fantasma - sin inventario,,
TRX-12775,PROD-2273,2025-01-22,5.0,782.36,75.9,24,Perdido,Medellín,Físico,Smartphones,858.0,320.31,160.0,3.0,Sur,2024-11-08,Catalogo oficial,2234.3500000000004,21.0
TRX-12776,PROD-3827,2025-08-19,6.0,1034.05,69.3,2,Entregado,Bogotá,App,,,,,,,,SKU fantasma - sin inventario,,
TRX-12777,PROD-1480,2025-03-12,6.0,940.11,92.84,23,En Camino,Bogotá,Físico,Accesorios,1834.0,613.65,226.0,0.0,Norte,2025-08-29,Catalogo oficial,1865.92,23.0
TRX-12778,PROD-3616,2025-04-20,8.0,1856.23,18.84,19,Perdido,Bucaramanga,App,,,,,,,,SKU fantasma - sin inventario,,
TRX-12779,PROD-2208,2025-07-15,9.0,1540.97,35.39,20,,Medellín,Físico,Laptops,1760.0,399.17,240.0,3.0,Norte,2024-09-06,Catalogo oficial,10240.81,17.0
TRX-12780,PROD-2505,2024-12-20,5.0,1664.57,37.73,28,Perdido,Bucaramanga,Online,Smartphones,1765.0,531.65,156.0,5.0,Norte,2025-04-15,Catalogo oficial,5626.870000000001,23.0
TRX-12781,PROD-3517,2025-03-08,6.0,274.87,27.05,27,Retrasado,Cali,WhatsApp,,,,,,,,SKU fantasma - sin inventario,,
TRX-12782,PROD-1904,2024-10-20,6.0,1585.77,18.51,17,Devuelto,Bogotá,Online,Smartphones,524.0,1107.5,169.0,5.0,Norte,2025-05-02,Catalogo oficial,2851.1099999999988,12.0
TRX-12783,PROD-1897,2025-05-18,6.0,871.63,51.24,28,Perdido,Barranquilla,WhatsApp,Accesorios,562.0,1183.74,290.0,27.5,Sur,2025-08-09,Catalogo oficial,-1923.9000000000005,0.5
TRX-12784,PROD-1547,2025-08-24,2.0,56.44,51.605000000000004,26,Devuelto,Bogotá,App,Accesorios,543.0,570.0,118.0,10.0,BOD-EXT-99,2026-01-01,Catalogo oficial,-1078.725,16.0
TRX-12785,PROD-2958,2024-11-24,4.0,129.58,84.27,17,Entregado,Barranquilla,Físico,Monitores,339.0,556.94,280.0,5.0,Norte,2025-06-03,Catalogo oficial,-1793.71,12.0
TRX-12786,PROD-1627,2025-12-14,1.0,1359.04,95.68,13,Entregado,Cali,Físico,Laptops,1206.0,230.3,227.0,0.0,Zona_Franca,2024-08-24,Catalogo oficial,1033.06,13.0
TRX-12787,PROD-2863,2025-06-04,14.0,750.3,17.29,12,Perdido,Bogotá,Online,Laptops,618.0,423.34,270.0,5.0,Occidente,2024-03-25,Catalogo oficial,4560.15,7.0
TRX-12788,PROD-3481,2025-10-23,12.0,1737.55,83.2,11,Retrasado,Cali,WhatsApp,Monitores,1667.0,640.74,218.0,0.0,Zona_Franca,2025-07-25,Catalogo oficial,13078.519999999999,11.0
TRX-12789,PROD-2530,2024-11-02,1.0,1471.2,83.34,26,Entregado,Bogotá,WhatsApp,Laptops,256.0,931.91,182.0,0.0,Norte,2024-11-19,Catalogo oficial,455.95000000000005,26.0
TRX-12790,PROD-2703,2026-02-04,1.0,53.14,41.95,28,Devuelto,Ventas_Web,App,Smartphones,649.0,878.24,228.0,10.0,BOD-EXT-99,2025-09-25,Catalogo oficial,-867.0500000000001,18.0
TRX-12791,PROD-3875,2024-10-21,7.0,1376.91,15.45,11,Perdido,Bogotá,Físico,,,,,,,,SKU fantasma - sin inventario,,
TRX-12792,PROD-3249,2025-06-28,1.0,392.78,99.05,24,Perdido,Ventas_Web,WhatsApp,Laptops,1894.0,614.62,243.0,27.5,Sur,2025-06-30,Catalogo oficial,-320.89,-3.5
TRX-12793,PROD-2928,2026-01-04,6.0,850.94,67.28,8,Retrasado,Bogotá,WhatsApp,Sin especificar,1990.0,404.75,263.0,3.0,Sur,2025-11-06,Catalogo oficial,2609.86,5.0
TRX-12794,PROD-3201,2024-12-11,2.0,1253.22,98.31,18,Perdido,Medellín,Físico,Laptops,1155.0,870.49,144.0,5.0,Occidente,2025-11-22,Catalogo oficial,667.1500000000001,13.0
TRX-12795,PROD-3720,2024-11-12,6.0,1746.71,50.95,4,En Camino,Bogotá,Online,,,,,,,,SKU fantasma - sin inventario,,
TRX-12796,PROD-1894,2025-01-12,6.0,917.63,51.93,18,Devuelto,Ventas_Web,Físico,Accesorios,562.0,986.12,233.0,5.0,Zona_Franca,2025-06-17,Catalogo oficial,-462.8700000000008,13.0
TRX-12797,PROD-2013,2025-09-18,12.0,1618.9,42.54,29,,Bogotá,WhatsApp,Smartphones,883.0,250.64,171.0,10.0,Norte,2024-07-11,Catalogo oficial,16376.580000000004,19.0
TRX-12798,PROD-3786,2025-07-20,11.0,1568.1,28.48,15,En Camino,Medellín,Online,,,,,,,,SKU fantasma - sin inventario,,
TRX-12799,PROD-3440,2024-12-21,3.0,834.93,98.44,24,En Camino,Medellín,App,Laptops,474.0,1190.75,158.0,5.0,Sur,2025-07-31,Catalogo oficial,-1165.9,19.0
TRX-12800,PROD-1335,2025-05-09,7.5,1006.95,29.06,29,Devuelto,Bogotá,Físico,Sin especificar,0.0,646.39,204.0,5.0,Norte,2026-01-06,Catalogo oficial,2675.1399999999994,24.0
TRX-12801,PROD-3152,2025-02-19,8.0,1403.97,7.26,7,Perdido,Ventas_Web,Físico,Laptops,3.0,645.87,220.0,27.5,Norte,2025-02-22,Catalogo oficial,6057.54,-20.5
TRX-12802,PROD-2829,2025-05-23,11.0,71.99,53.68,23,Perdido,Ventas_Web,Online,Laptops,1114.0,204.01,218.0,5.0,BOD-EXT-99,2025-06-15,Catalogo oficial,-1505.8999999999996,18.0
TRX-12803,PROD-3163,2025-02-07,4.0,1782.71,40.82,26,En Camino,Ventas_Web,WhatsApp,Accesorios,740.0,514.02,130.0,10.0,BOD-EXT-99,2025-05-14,Catalogo oficial,5033.9400000000005,16.0
TRX-12804,PROD-3882,2025-02-04,13.0,1541.93,29.83,15,,Cali,Online,,,,,,,,SKU fantasma - sin inventario,,
TRX-12805,PROD-2481,2025-12-23,7.0,506.34,65.29,19,Devuelto,Cali,Físico,Monitores,901.0,353.19,122.0,0.0,Norte,2025-12-25,Catalogo oficial,1006.7599999999998,19.0
TRX-12806,PROD-1319,2024-12-20,4.0,1962.55,39.61,28,Entregado,Cali,Online,Laptops,1658.0,266.41,205.0,5.0,Norte,2024-05-19,Catalogo oficial,6744.95,23.0
TRX-12807,PROD-3310,2026-01-29,1.0,366.99,43.21,27,Devuelto,Medellín,Online,Laptops,1207.0,1042.43,158.0,5.0,Occidente,2025-11-01,Catalogo oficial,-718.6500000000001,22.0
TRX-12808,PROD-1459,2024-10-07,6.0,1829.03,51.605000000000004,21,,Medellín,App,Smartphones,113.0,1381.68,279.0,3.0,Occidente,2025-11-04,Catalogo oficial,2632.495000000001,18.0
TRX-12809,PROD-1252,2025-08-21,5.0,655.7,7.19,17,En Camino,Bogotá,WhatsApp,Accesorios,771.0,282.33,161.0,5.0,Occidente,2024-04-24,Catalogo oficial,1859.66,12.0
TRX-12810,PROD-3243,2025-09-19,9.0,1528.66,60.96,10,Devuelto,Bogotá,Online,Tablets,850.0,941.02,162.0,27.5,Norte,2024-03-18,Catalogo oficial,5227.800000000001,-17.5
TRX-12811,PROD-3070,2025-03-15,14.0,918.19,16.6,11,Devuelto,Barranquilla,Físico,Monitores,1242.0,605.11,212.0,5.0,Occidente,2024-03-29,Catalogo oficial,4366.519999999999,6.0
TRX-12812,PROD-1828,2024-12-21,14.0,1475.57,25.31,14,Entregado,Cali,Online,Smartphones,1637.0,957.24,295.0,5.0,Norte,2025-05-15,Catalogo oficial,7231.3099999999995,9.0
TRX-12813,PROD-3345,2025-04-23,9.0,320.01,73.13,4,Retrasado,Bogotá,WhatsApp,Sin especificar,599.0,953.55,256.0,10.0,Zona_Franca,2025-04-08,Catalogo oficial,-5774.989999999998,-6.0
TRX-12814,PROD-3198,2025-08-31,12.0,546.32,34.76,4,Retrasado,Bogotá,WhatsApp,Laptops,179.0,1493.69,126.0,5.0,Sur,2025-09-19,Catalogo oficial,-11403.199999999997,-1.0
TRX-12815,PROD-1613,2024-11-22,11.0,208.72,20.5,1,Entregado,Medellín,Físico,Tablets,732.0,677.52,165.0,27.5,BOD-EXT-99,2025-12-16,Catalogo oficial,-5177.299999999999,-26.5
TRX-12816,PROD-1673,2025-09-21,13.0,1731.64,59.86,12,Devuelto,Medellín,WhatsApp,Laptops,263.0,878.83,299.0,27.5,Norte,2025-09-05,Catalogo oficial,11026.669999999998,-15.5
